,Date,Open,High,Low,Close,Volume
0,2010-01-04 00:00:00+05:30,454.9260620656389,479.96391183057113,447.90856031842105,475.6754150390625,1126027
1,2010-01-05 00:00:00+05:30,484.1657620945438,484.9888155155163,472.3832751451102,475.0256652832031,864315
2,2010-01-06 00:00:00+05:30,477.2782200483165,479.7040198863298,469.22102172858337,476.49847412109375,583018
3,2010-01-07 00:00:00+05:30,478.2311544219348,499.63027643643557,471.43024339540057,495.8182678222656,1924150
4,2010-01-08 00:00:00+05:30,499.8902304765904,499.8902304765904,481.09018870272956,485.59527587890625,1138616
5,2010-01-11 00:00:00+05:30,485.1620071989621,493.82561447037216,482.6062324782037,484.6422119140625,463106
6,2010-01-12 00:00:00+05:30,485.76854824426266,490.1003525751755,465.4523753565872,469.7841796875,656984
7,2010-01-13 00:00:00+05:30,469.5676371189397,487.63124186040875,463.28652020175826,484.3390808105469,630720
8,2010-01-14 00:00:00+05:30,490.92333775255344,497.9841461036533,479.22746768440595,495.6016540527344,1113066
9,2010-01-15 00:00:00+05:30,495.991615598909,512.0192922601838,491.01004042040466,509.11700439453125,1383271
10,2010-01-18 00:00:00+05:30,506.82100021833884,516.3942752023266,503.3555574818032,509.0735168457031,1117884
11,2010-01-19 00:00:00+05:30,513.6653798996105,513.6653798996105,490.4902266756015,492.5261535644531,681173
12,2010-01-20 00:00:00+05:30,496.1648923393442,499.500360614863,481.04688423130176,485.5519714355469,606858
13,2010-01-21 00:00:00+05:30,486.02845590891553,497.11786464807693,470.4339599973995,473.3796081542969,965566
14,2010-01-22 00:00:00+05:30,464.8891697282735,475.5020891995292,451.287347892375,470.3039245605469,849298
15,2010-01-25 00:00:00+05:30,470.0008068395031,472.59988964230223,440.5445350744467,444.9196472167969,703262
16,2010-01-27 00:00:00+05:30,447.04217426518494,447.90853506802443,410.6550205459257,413.7305908203125,1129454
17,2010-01-28 00:00:00+05:30,422.22093652717206,431.83754658932156,417.54259354643887,421.52783203125,907118
18,2010-01-29 00:00:00+05:30,420.01171303330034,449.4679807781555,406.3232227157965,444.0099182128906,1203826
19,2010-02-01 00:00:00+05:30,441.5841042000494,450.5076097403673,436.81911986625704,442.5804138183594,765545
20,2010-02-02 00:00:00+05:30,447.04215364431957,453.0200640595538,422.7840522837751,424.9066467285156,1015281
21,2010-02-03 00:00:00+05:30,428.8486360878562,438.9417350634909,422.9573926728487,436.385986328125,1211263
22,2010-02-04 00:00:00+05:30,433.44025753920977,436.342571238379,413.2540633436105,416.02642822265625,728976
23,2010-02-05 00:00:00+05:30,407.1896367632881,410.7417218611983,389.2126474806536,393.8909912109375,866596
24,2010-02-08 00:00:00+05:30,413.6873155543583,421.05138295166097,400.3453634400334,417.4992980957031,1127506
25,2010-02-09 00:00:00+05:30,415.85317428257497,421.5711607168069,411.0448825306258,418.88543701171875,576433
26,2010-02-10 00:00:00+05:30,420.35825612323544,426.1628574179163,407.276203210146,409.48541259765625,817650
27,2010-02-11 00:00:00+05:30,413.16752180258436,422.35095293895057,411.39149247361297,415.7232971191406,679900
28,2010-02-15 00:00:00+05:30,415.72329126895215,422.09104929611624,411.0449476054648,413.0375671386719,382957
29,2010-02-16 00:00:00+05:30,416.19977737044815,431.880915185596,411.3048434992211,430.148193359375,744868
30,2010-02-17 00:00:00+05:30,433.1803965821794,436.2126593582547,424.56009611450077,428.1988220214844,841384
31,2010-02-18 00:00:00+05:30,427.11587675214116,434.7831751622119,416.8494959277572,425.16656494140625,1053818
32,2010-02-19 00:00:00+05:30,421.701077092127,424.38680059052393,406.5397646132113,411.30474853515625,901431
33,2010-02-22 00:00:00+05:30,417.1527370337651,418.88545868291885,407.2762289214356,408.7057189941406,480046
34,2010-02-23 00:00:00+05:30,407.70938369935277,411.9112387222095,400.73516363646644,404.7204284667969,371414
35,2010-02-24 00:00:00+05:30,402.07810537219706,412.9509242644157,402.07810537219706,409.2688903808594,511449
36,2010-02-25 00:00:00+05:30,416.7195679055779,416.7195679055779,399.392350944847,401.6882019042969,568965
37,2010-02-26 00:00:00+05:30,405.4569091156758,429.71501478926325,400.5186413135721,413.0375671386719,896891
38,2010-03-02 00:00:00+05:30,417.2826968225993,427.0292563549205,412.30112195052396,424.5168151855469,851782
39,2010-03-03 00:00:00+05:30,427.11594189557064,432.31410751701776,423.73713952947753,427.9389953613281,513879
40,2010-03-04 00:00:00+05:30,426.9425961031977,440.41452254680433,424.9932842829308,435.5628967285156,1080667
41,2010-03-05 00:00:00+05:30,438.2053176681543,446.9555941861876,437.94541998273115,443.1435852050781,843579
42,2010-03-08 00:00:00+05:30,448.77487343887805,454.83939875561964,443.7066841469869,450.6808776855469,980635
43,2010-03-09 00:00:00+05:30,451.3740365807637,451.3740365807637,438.50857170899246,440.5445251464844,417721
44,2010-03-10 00:00:00+05:30,440.9776579091815,455.2726114563357,437.94539503554273,452.5869140625,684621
45,2010-03-11 00:00:00+05:30,454.8394425692831,459.04127150639255,448.21176096902866,452.97674560546875,927351
46,2010-03-12 00:00:00+05:30,453.9730275050635,462.8965325463597,450.50758454700957,452.7601013183594,980407
47,2010-03-15 00:00:00+05:30,452.5869507165899,457.30857527087625,439.24497184065257,440.89105224609375,463127
48,2010-03-16 00:00:00+05:30,443.9232948681768,451.76384952889435,440.1112861985351,450.0311279296875,455823
49,2010-03-17 00:00:00+05:30,452.24037109937314,458.9979752642443,447.60536162742494,449.98785400390625,629592
50,2010-03-18 00:00:00+05:30,452.63025161556766,456.4855681011623,443.0569480431725,450.55096435546875,932254
51,2010-03-19 00:00:00+05:30,453.1066452791478,456.5720880728698,449.77117774157466,452.6301574707031,603301
52,2010-03-22 00:00:00+05:30,446.1758742481183,450.3777035629488,434.4366943460228,437.5555725097656,482391
53,2010-03-23 00:00:00+05:30,441.84401015998446,445.91591651558366,440.11128855151395,444.0965270996094,456189
54,2010-03-25 00:00:00+05:30,444.9195644302835,445.65600281446524,435.43292982879444,437.0790100097656,806723
55,2010-03-26 00:00:00+05:30,440.1113139805595,452.11039066112176,439.5481847131164,449.9444885253906,578514
56,2010-03-29 00:00:00+05:30,520.6829117562007,520.6829117562007,443.7500728078512,446.1758728027344,512763
57,2010-03-30 00:00:00+05:30,448.3417039177076,450.37763060053703,439.4615059174052,441.67071533203125,274919
58,2010-03-31 00:00:00+05:30,443.5767762966748,446.0892440325566,435.25970645326487,440.89105224609375,617551
59,2010-04-01 00:00:00+05:30,444.96290226896184,451.28737864683137,441.8440244244123,449.5546569824219,449753
60,2010-04-05 00:00:00+05:30,453.7565072104264,455.61920423866917,448.3417517544547,453.5399169921875,593677
61,2010-04-06 00:00:00+05:30,457.35194144940135,467.3150918252815,453.10675187698496,459.64776611328125,1019401
62,2010-04-07 00:00:00+05:30,462.63673573763066,467.1851306114557,455.44595060804033,462.1602478027344,751525
63,2010-04-08 00:00:00+05:30,461.120494292385,469.5675113320294,451.7638090703174,455.05596923828125,685261
64,2010-04-09 00:00:00+05:30,456.18235993902573,465.66902317284706,456.18235993902573,461.4671936035156,675890
65,2010-04-12 00:00:00+05:30,463.5031633774829,464.3262169535693,453.4533963135883,460.9473876953125,528467
66,2010-04-13 00:00:00+05:30,463.5029750684239,477.36474628542345,459.69096683236467,476.455078125,1494277
67,2010-04-15 00:00:00+05:30,479.9639004822761,484.20908970652124,463.5030446895626,467.574951171875,995392
68,2010-04-16 00:00:00+05:30,467.31502194824026,470.34728465270626,459.47441465249165,463.8495788574219,442088
69,2010-04-19 00:00:00+05:30,455.57582591756534,459.1712445498623,445.3960860619788,447.34539794921875,501640
70,2010-04-20 00:00:00+05:30,452.24040348304527,461.33719320827896,448.9915500097475,457.30859375,536387
71,2010-04-21 00:00:00+05:30,461.1638767320144,465.92886147782013,456.3122770513095,460.2975158691406,568906
72,2010-04-22 00:00:00+05:30,459.1712543066918,469.78417480717667,456.3555815208489,460.3408203125,700064
73,2010-04-23 00:00:00+05:30,460.0376124322101,471.9067666808255,456.31227134414047,466.2754211425781,649633
74,2010-04-26 00:00:00+05:30,472.1666790187505,475.6321225344844,464.49940639157774,466.6219482421875,388794
75,2010-04-27 00:00:00+05:30,466.9684693830727,477.27818401434536,465.2357477898146,474.7657165527344,800535
76,2010-04-28 00:00:00+05:30,467.83490590047694,471.2137347055926,455.8791355476042,458.13165283203125,571748
77,2010-04-29 00:00:00+05:30,460.0376359393087,464.49941570668165,455.0560607855403,458.001708984375,548557
78,2010-04-30 00:00:00+05:30,464.3693762581733,468.6145652149047,451.5905548033075,454.0596618652344,540771
79,2010-05-03 00:00:00+05:30,451.5905891266203,459.8643245963158,438.3785862792707,441.7140808105469,1240342
80,2010-05-04 00:00:00+05:30,444.87627482621485,449.727874198736,424.5167958419577,427.07257080078125,864273
81,2010-05-05 00:00:00+05:30,420.1850033005425,433.0937744027535,416.1130968165755,430.4080505371094,654741
82,2010-05-06 00:00:00+05:30,429.71496808244757,433.18041137343505,414.1204732730039,422.09100341796875,647605
83,2010-05-07 00:00:00+05:30,411.5213621106763,418.32229938287816,399.08907988327576,407.6660461425781,601147
84,2010-05-10 00:00:00+05:30,412.95084994460353,428.8052676769224,411.52135998198617,426.8126220703125,527453
85,2010-05-11 00:00:00+05:30,430.0182298341831,430.0182298341831,411.52141968270286,413.557373046875,363593
86,2010-05-12 00:00:00+05:30,414.1204913926472,420.9647369039673,405.45688278610646,416.7195739746094,525341
87,2010-05-13 00:00:00+05:30,419.3186572265287,427.07259751746545,416.8062160144647,420.4449157714844,582819
88,2010-05-14 00:00:00+05:30,419.3186602051112,420.14171360558817,402.16472559059633,406.19329833984375,450004
89,2010-05-17 00:00:00+05:30,401.99141652812256,408.0559422085037,391.2918552184605,406.0199890136719,638534
90,2010-05-18 00:00:00+05:30,408.9223709331065,431.2744730058734,402.85784424553924,404.8504638671875,390821
91,2010-05-19 00:00:00+05:30,398.6125095690333,405.37011154146967,385.5304594764804,389.29913330078125,447492
92,2010-05-20 00:00:00+05:30,385.530674292817,397.65972921438885,382.9315910953374,393.93438720703125,575582
93,2010-05-21 00:00:00+05:30,377.94997302288726,388.0430730318112,374.48452914416737,383.8412170410156,463421
94,2010-05-24 00:00:00+05:30,389.42911244926876,394.71391770583654,376.130471174557,380.7221984863281,321452
95,2010-05-25 00:00:00+05:30,376.34706857953347,381.19869360415953,363.17840230038195,367.03369140625,387331
96,2010-05-26 00:00:00+05:30,370.8025048805919,375.9140294497429,368.8531926469907,375.04766845703125,236860
97,2010-05-27 00:00:00+05:30,374.18124601556633,379.336103651356,371.23562441193013,377.0402526855469,826037
98,2010-05-28 00:00:00+05:30,387.17669239759016,391.33524070438625,380.85226821583666,388.2596435546875,501757
99,2010-05-31 00:00:00+05:30,387.39321596456443,397.52964762636554,381.1987416997894,396.05682373046875,415507
100,2010-06-01 00:00:00+05:30,401.12511088510183,415.8532467059371,373.01168811022427,375.95733642578125,440114
101,2010-06-02 00:00:00+05:30,377.3001688059566,385.09741684098213,375.30754932825573,383.10479736328125,323917
102,2010-06-03 00:00:00+05:30,390.252246866868,392.0282759945751,385.87710880714485,388.60614013671875,324752
103,2010-06-04 00:00:00+05:30,388.3462404119178,390.5987838482777,383.10476798818684,385.9204406738281,233052
104,2010-06-07 00:00:00+05:30,380.7656158233823,388.1296834786695,371.06236316072096,376.2605285644531,270310
105,2010-06-08 00:00:00+05:30,377.7333188265081,388.0863412370108,374.26787553452175,377.38677978515625,530840
106,2010-06-09 00:00:00+05:30,378.77295481082007,387.2632801306075,377.25682340091277,383.27801513671875,346170
107,2010-06-10 00:00:00+05:30,383.7978373539992,394.6273474373513,383.7978373539992,392.851318359375,621219
108,2010-06-11 00:00:00+05:30,405.456877236705,405.456877236705,385.8771167660599,388.4328918457031,464274
109,2010-06-14 00:00:00+05:30,389.86235561091115,401.12504588411525,389.42917521578795,398.7425537109375,722096
110,2010-06-15 00:00:00+05:30,400.25864859071316,406.19322475052115,397.22638610138955,404.6770935058594,646057
111,2010-06-16 00:00:00+05:30,406.3232870594582,407.1896480126767,396.9665993403941,398.3094482421875,309774
112,2010-06-17 00:00:00+05:30,398.5259610539234,400.99509457873455,392.1582039970631,396.9665222167969,289650
113,2010-06-18 00:00:00+05:30,398.5260053437991,400.95180523541484,388.3029575215438,391.7250671386719,311468
114,2010-06-21 00:00:00+05:30,394.3241705569262,407.7960988326101,393.45780963010037,406.23663330078125,498415
115,2010-06-22 00:00:00+05:30,404.98033785718496,411.7812485041947,401.5582023638287,404.2005920410156,593335
116,2010-06-23 00:00:00+05:30,399.39236830055466,413.1241936265012,391.8117105508153,410.6550598144531,431051
117,2010-06-24 00:00:00+05:30,413.25414805358474,414.98686984835865,402.1214052343149,403.8974609375,638086
118,2010-06-25 00:00:00+05:30,401.12508526487,407.53615045425835,398.95918307661475,402.294677734375,245596
119,2010-06-28 00:00:00+05:30,401.9048123893086,405.28361457923864,397.2264688617718,403.0310974121094,354957
120,2010-06-29 00:00:00+05:30,401.9913952839964,407.1029185137697,394.02086566387936,396.186767578125,323458
