,Date,Open,High,Low,Close,Volume
0,2010-01-04 00:00:00+05:30,75.08766365928044,76.24633841591488,73.78768946949792,74.18333435058594,148140
1,2010-01-05 00:00:00+05:30,75.14418503053341,76.16156037565499,73.5050856980655,73.70291137695312,107385
2,2010-01-06 00:00:00+05:30,74.04203710492175,75.39853110803948,73.19422754443895,73.67465209960938,191571
3,2010-01-07 00:00:00+05:30,73.92899146502785,78.67673020264091,73.39204713218125,75.28549194335938,910746
4,2010-01-08 00:00:00+05:30,75.73764469667756,79.07235618777756,75.3702597472906,77.12239837646484,952386
5,2010-01-11 00:00:00+05:30,77.99847571548496,82.52012863769113,77.99847571548496,81.13536834716797,1330437
6,2010-01-12 00:00:00+05:30,81.38971018738962,81.8983945824062,76.9245772349707,78.90280151367188,681148
7,2010-01-13 00:00:00+05:30,77.20717343200714,81.33318081097518,77.20717343200714,80.62667083740234,442267
8,2010-01-14 00:00:00+05:30,81.50275970125176,86.47657765740007,79.72236086666594,85.26138305664062,1810753
9,2010-01-15 00:00:00+05:30,86.30701786837832,102.30235387451421,84.4983526868674,97.83722686767578,5002477
10,2010-01-18 00:00:00+05:30,98.28938770044199,105.69358806074052,92.4395005311498,93.99382019042969,3142465
11,2010-01-19 00:00:00+05:30,94.36119673480702,96.50898029736236,89.61345852132085,90.34822845458984,1247818
12,2010-01-20 00:00:00+05:30,90.9982356970892,92.63732870782857,87.60699718003337,88.65262603759766,603480
13,2010-01-21 00:00:00+05:30,87.1548255339689,89.27434943831373,83.65054126871811,84.55487060546875,460585
14,2010-01-22 00:00:00+05:30,82.52013634760925,89.75477781811313,80.25930644113849,86.42005920410156,1120491
15,2010-01-25 00:00:00+05:30,84.3853207308184,88.37002352992768,83.17012602713348,84.47010040283203,383653
16,2010-01-27 00:00:00+05:30,84.61139437064767,85.34615789256671,78.13977682885553,79.0158462524414,230065
17,2010-01-28 00:00:00+05:30,81.38971580939013,81.95492001308641,79.12889252633155,79.41149139404297,190285
18,2010-01-29 00:00:00+05:30,77.99847532500632,83.36793773897828,76.30285629620184,82.37882232666016,293181
19,2010-02-01 00:00:00+05:30,82.23752843910735,86.33527685762833,80.31582372509533,84.10270690917969,262060
20,2010-02-02 00:00:00+05:30,85.74180220687094,90.29171508303283,84.49834779641846,87.55046081542969,692682
21,2010-02-03 00:00:00+05:30,89.30260052233538,90.43300884770078,84.78094781605479,87.0417709350586,352357
22,2010-02-04 00:00:00+05:30,88.17220052083333,88.17220052083333,82.03970748358049,82.66143798828125,129727
23,2010-02-05 00:00:00+05:30,80.2593058752622,81.55928015159404,77.99848245300551,79.18541717529297,301072
24,2010-02-08 00:00:00+05:30,79.97670171449637,82.80272918883017,79.12889217854155,79.83539581298828,148879
25,2010-02-09 00:00:00+05:30,80.08974065005604,81.38971483071734,79.27019100700073,79.86365509033203,80176
26,2010-02-10 00:00:00+05:30,80.82451142148287,84.10270355737794,79.12889234598514,81.05059051513672,352828
27,2010-02-11 00:00:00+05:30,81.95492178817989,83.14185646309646,79.75061823091973,80.1462631225586,181113
28,2010-02-15 00:00:00+05:30,80.79625553536862,85.28964242696168,80.31582450101894,82.49187469482422,555856
29,2010-02-16 00:00:00+05:30,83.0853293311318,83.93313881410253,80.3158153349,81.75709533691406,173833
30,2010-02-17 00:00:00+05:30,83.05706981770912,83.8483595344571,79.97669707401184,80.51364135742188,197370
31,2010-02-18 00:00:00+05:30,80.08974730577708,81.95492583834078,80.08974730577708,80.31582641601562,118033
32,2010-02-19 00:00:00+05:30,79.69409698819379,80.25930119372102,78.90280721949156,79.80713653564453,143787
33,2010-02-22 00:00:00+05:30,81.87015244024732,81.87015244024732,78.05500894840668,78.81803894042969,111873
34,2010-02-23 00:00:00+05:30,78.56368413987855,80.20278349338201,77.60283502516052,78.08325958251953,128028
35,2010-02-24 00:00:00+05:30,77.99848413240625,78.22456324536275,76.30286491213654,76.67024993896484,143710
36,2010-02-25 00:00:00+05:30,77.29196837696989,77.71587315137425,75.17244450494812,76.98110961914062,110586
37,2010-02-26 00:00:00+05:30,76.35938626983558,82.12449432531086,76.27460660072327,79.38323974609375,185748
38,2010-03-02 00:00:00+05:30,78.56366714791831,81.38970057393745,76.86804838596129,80.62667083740234,197532
39,2010-03-03 00:00:00+05:30,80.54191466880589,81.84188900066309,79.7506248201495,80.59843444824219,64896
40,2010-03-04 00:00:00+05:30,81.30493285348756,83.31141060600244,80.59842277629957,82.01143646240234,197137
41,2010-03-05 00:00:00+05:30,82.5201313359126,86.13744861733697,82.32230565868085,84.27227020263672,312694
42,2010-03-08 00:00:00+05:30,85.91136890008504,86.33527367020343,83.3679402793747,84.30052947998047,133657
43,2010-03-09 00:00:00+05:30,83.76357516324799,85.34614803936643,82.52012088812248,82.77445983886719,114747
44,2010-03-10 00:00:00+05:30,83.56575626120974,85.34615493332774,82.06796291435307,83.22663116455078,141052
45,2010-03-11 00:00:00+05:30,82.52012822457604,84.61139212465314,81.98317745538756,82.37882232666016,153501
46,2010-03-12 00:00:00+05:30,82.26578286420298,83.19837203731194,80.42886440394147,80.79624938964844,40912
47,2010-03-15 00:00:00+05:30,80.14626497184824,80.25930452398944,73.7594332517643,78.02674102783203,398583
48,2010-03-16 00:00:00+05:30,76.95285038246901,81.05059907020606,76.95285038246901,78.16804504394531,221940
49,2010-03-17 00:00:00+05:30,78.30934938099543,79.97670871214557,76.30286491213654,76.67024993896484,236043
50,2010-03-18 00:00:00+05:30,76.6702377399402,78.45063634428884,76.6702377399402,77.29196166992188,61869
51,2010-03-19 00:00:00+05:30,77.4332787309347,79.69410216826948,76.67024879949861,77.94196319580078,103830
